SNO,CropType,Temp,SoilMoisture,Irrigate
4618,Cotton,26.1,801,0
4619,Cotton,30.6,798,0
4620,Cotton,27.9,156,0
4621,Banana,28.4,500,0
4622,Millet,34.9,819,0
4623,Tomato,31.7,477,0
4624,Maize,24.2,513,0
4625,Rice,33.5,363,1
4626,Cotton,25.7,683,0
4627,Tomato,32.6,573,0
4628,Maize,25.2,835,0
4629,Maize,33.3,220,1
4630,Tomato,29.6,602,0
4631,Tomato,33.2,198,1
4632,Banana,32.7,758,0
4633,Millet,27.2,297,0
4634,Tomato,30.0,817,0
4635,Banana,31.4,359,1
4636,Rice,31.8,659,0
4637,Millet,32.7,363,0
4638,Cotton,25.2,167,0
4639,Cotton,33.5,173,1
4640,Maize,26.6,395,0
4641,Cotton,24.7,150,0
4642,Millet,26.2,471,0
4643,Tomato,30.8,422,0
4644,Millet,25.0,415,0
4645,Maize,24.0,351,0
4646,Tomato,27.8,376,0
4647,Millet,28.8,670,0
4648,Tomato,25.4,698,0
4649,Tomato,30.1,557,0
4650,Millet,30.1,303,1
4651,Millet,24.9,411,0
4652,Tomato,32.8,653,0
4653,Maize,34.7,708,0
4654,Cotton,28.2,675,0
4655,Rice,33.9,506,0
4656,Tomato,29.1,562,0
4657,Tomato,34.3,599,0
4658,Millet,32.7,635,0
4659,Millet,27.1,571,0
4660,Cotton,27.9,733,0
4661,Tomato,29.9,615,0
4662,Cotton,28.9,157,0
4663,Rice,29.7,726,0
4664,Rice,33.5,310,1
4665,Millet,28.6,531,0
4666,Rice,24.9,447,0
4667,Rice,26.7,184,0
4668,Millet,33.0,550,0
4669,Tomato,29.8,350,0
4670,Cotton,25.3,756,0
4671,Cotton,31.4,589,0
4672,Maize,29.3,538,0
4673,Maize,33.0,350,1
4674,Cotton,34.0,747,0
4675,Rice,30.6,351,1
4676,Millet,31.9,453,0
4677,Rice,27.9,590,0
4678,Maize,29.0,678,0
4679,Banana,24.4,531,0
4680,Rice,29.5,425,0
4681,Maize,25.1,158,0
4682,Maize,29.1,316,1
4683,Cotton,33.6,776,0
4684,Banana,24.5,456,0
4685,Maize,26.9,606,0
4686,Cotton,24.0,180,0
4687,Tomato,24.7,796,0
4688,Millet,32.9,509,0
4689,Tomato,28.6,410,0
4690,Tomato,26.5,783,0
4691,Banana,29.2,752,0
4692,Rice,33.3,307,1
4693,Tomato,30.7,393,0
4694,Banana,25.0,231,0
4695,Tomato,31.1,592,0
4696,Maize,29.7,691,0
4697,Banana,29.0,768,0
4698,Banana,34.1,665,0
4699,Banana,30.7,512,0
4700,Maize,29.8,226,1
4701,Millet,30.5,834,0
4702,Cotton,31.7,795,0
4703,Cotton,31.2,762,0
4704,Tomato,30.8,443,0
4705,Banana,34.4,242,1
4706,Tomato,27.0,508,0
4707,Banana,26.1,243,1
4708,Millet,32.2,371,0
4709,Tomato,31.2,247,1
4710,Banana,31.3,463,0
4711,Cotton,28.6,502,0
4712,Rice,24.9,213,0
4713,Tomato,24.3,695,0
4714,Maize,25.6,796,0
4715,Banana,30.9,819,0
4716,Banana,33.9,239,1
4717,Rice,27.3,392,0
4718,Banana,26.1,628,0
4719,Tomato,27.7,195,1
4720,Maize,32.9,725,0
4721,Tomato,29.9,292,1
4722,Maize,32.5,151,1
4723,Maize,28.0,329,0
4724,Rice,33.8,354,1
4725,Rice,32.8,231,1
4726,Rice,29.0,608,0
4727,Rice,26.1,367,0
4728,Rice,27.5,297,0
4729,Banana,27.9,356,1
4730,Rice,34.2,609,0
4731,Banana,30.3,399,1
4732,Banana,27.0,451,0
4733,Rice,27.0,602,0
4734,Tomato,33.0,289,1
4735,Rice,25.2,319,0
4736,Banana,24.2,559,0
4737,Rice,26.0,190,0
4738,Millet,30.3,275,1
4739,Maize,34.8,765,0
4740,Rice,26.2,684,0
4741,Rice,29.5,188,1
4742,Cotton,34.7,756,0
4743,Cotton,32.9,370,0
4744,Tomato,34.1,427,0
4745,Banana,27.0,609,0
4746,Maize,25.2,301,0
4747,Banana,28.8,674,0
4748,Banana,28.1,761,0
4749,Maize,26.3,754,0
4750,Cotton,30.3,805,0
4751,Millet,31.8,741,0
4752,Millet,34.4,277,1
4753,Millet,34.5,247,1
4754,Rice,25.3,624,0
4755,Millet,29.6,813,0
4756,Cotton,25.9,600,0
4757,Banana,24.8,793,0
4758,Cotton,25.3,638,0
4759,Millet,30.9,198,1
4760,Millet,30.3,479,0
4761,Tomato,31.5,700,0
4762,Tomato,32.0,765,0
4763,Rice,31.4,618,0
4764,Maize,32.9,362,1
4765,Banana,30.3,818,0
4766,Banana,25.3,351,0
4767,Millet,29.3,481,0
4768,Tomato,27.7,437,0
4769,Banana,34.0,610,0
4770,Maize,31.6,183,1
4771,Tomato,29.8,488,0
4772,Maize,26.0,226,0
4773,Millet,33.9,265,1
4774,Cotton,34.9,272,1
4775,Maize,26.1,719,0
4776,Cotton,27.8,495,0
4777,Maize,33.5,442,0
4778,Banana,33.0,254,1
4779,Cotton,30.6,151,1
4780,Cotton,29.3,450,0
4781,Tomato,32.0,800,0
4782,Maize,24.7,761,0
4783,Maize,33.8,817,0
4784,Maize,25.0,468,0
4785,Tomato,24.5,366,0
4786,Tomato,35.0,742,0
4787,Millet,26.2,407,0
4788,Tomato,33.5,266,1
4789,Cotton,33.8,679,0
4790,Tomato,27.2,575,0
4791,Banana,33.1,846,0
4792,Maize,35.0,843,0
4793,Tomato,24.1,702,0
4794,Cotton,27.7,510,0
4795,Cotton,33.6,481,0
4796,Millet,29.8,231,0
4797,Cotton,26.0,506,0
4798,Banana,28.4,613,0
4799,Banana,31.7,310,1
4800,Tomato,31.2,579,0
4801,Tomato,28.1,693,0
4802,Rice,33.6,750,0
4803,Rice,26.3,812,0
4804,Millet,30.2,795,0
4805,Millet,24.8,254,0
4806,Maize,27.8,667,0
4807,Cotton,34.8,629,0
4808,Maize,27.9,251,0
4809,Rice,33.6,333,1
4810,Tomato,31.2,427,0
4811,Banana,28.9,437,1
4812,Maize,30.8,395,1
4813,Banana,28.7,428,1
4814,Banana,26.8,527,0
4815,Tomato,28.2,345,0
4816,Banana,34.9,617,0
4817,Banana,33.2,184,1
4818,Cotton,32.4,361,0
4819,Banana,27.4,681,0
4820,Rice,26.1,707,0
4821,Rice,32.1,731,0
4822,Millet,31.1,185,1
4823,Banana,28.1,645,0
4824,Banana,25.7,798,0
4825,Maize,33.8,368,1
4826,Tomato,31.4,280,1
4827,Maize,33.6,477,0
4828,Rice,34.8,399,1
4829,Tomato,27.7,680,0
4830,Rice,29.2,295,1
4831,Cotton,32.6,802,0
4832,Cotton,29.3,379,0
4833,Maize,25.1,796,0
4834,Banana,28.7,764,0
4835,Banana,34.5,521,0
4836,Tomato,27.4,398,0
4837,Cotton,35.0,584,0
4838,Banana,25.2,491,0
4839,Banana,25.1,741,0
4840,Maize,25.5,176,0
4841,Millet,34.0,796,0
4842,Banana,32.4,228,1
4843,Tomato,25.4,689,0
4844,Maize,32.5,502,0
4845,Cotton,28.1,164,0
4846,Cotton,24.7,680,0
4847,Rice,25.6,251,0
4848,Tomato,33.0,288,1
4849,Maize,29.3,523,0
4850,Millet,29.3,165,0
4851,Rice,28.3,699,0
4852,Maize,31.3,563,0
4853,Tomato,26.2,833,0
4854,Tomato,29.4,598,0
4855,Cotton,32.7,581,0
4856,Cotton,32.7,367,0
4857,Tomato,25.6,213,0
4858,Banana,26.8,832,0
4859,Banana,32.9,518,0
4860,Rice,26.0,229,0
4861,Banana,31.7,443,1
4862,Maize,29.3,833,0
4863,Rice,33.4,419,0
4864,Tomato,32.6,233,1
4865,Maize,31.6,157,1
4866,Millet,32.7,491,0
4867,Cotton,27.1,303,0
4868,Cotton,24.5,758,0
4869,Tomato,28.1,151,1
4870,Rice,33.5,302,1
4871,Tomato,26.2,653,0
4872,Millet,31.7,830,0
4873,Millet,34.4,194,1
4874,Banana,31.6,513,0
4875,Tomato,29.5,378,0
4876,Maize,32.6,487,0
4877,Rice,34.2,250,1
4878,Millet,31.7,672,0
4879,Maize,30.8,699,0
4880,Tomato,33.9,306,0
4881,Cotton,33.9,804,0
4882,Banana,33.2,306,1
4883,Tomato,29.4,416,0
4884,Cotton,27.3,821,0
4885,Banana,28.2,603,0
4886,Banana,31.8,755,0
4887,Maize,31.7,772,0
4888,Maize,31.4,588,0
4889,Millet,32.5,152,1
4890,Maize,27.8,305,0
4891,Rice,26.1,527,0
4892,Tomato,28.2,724,0
4893,Rice,30.7,394,1
4894,Millet,25.7,451,0
4895,Maize,27.3,678,0
4896,Tomato,32.0,279,1
4897,Cotton,29.7,164,0
4898,Rice,30.8,750,0
4899,Rice,28.7,800,0
4900,Banana,31.2,688,0
4901,Maize,31.6,709,0
4902,Banana,32.8,378,1
4903,Maize,29.2,578,0
4904,Maize,27.9,536,0
4905,Tomato,34.7,406,0
4906,Tomato,33.6,484,0
4907,Tomato,29.4,548,0
4908,Banana,25.1,709,0
4909,Banana,32.7,289,1
4910,Tomato,27.4,381,0
4911,Maize,25.7,715,0
4912,Maize,24.2,601,0
4913,Cotton,30.5,431,0
4914,Maize,30.7,447,0
4915,Rice,27.6,654,0
4916,Tomato,34.5,278,1
4917,Cotton,29.1,380,0
4918,Tomato,25.0,713,0
4919,Tomato,29.8,800,0
4920,Maize,33.5,613,0
4921,Maize,32.3,695,0
4922,Tomato,28.8,460,0
4923,Tomato,31.4,315,0
4924,Maize,27.4,830,0
4925,Millet,29.0,809,0
4926,Tomato,33.6,771,0
4927,Rice,26.6,562,0
4928,Rice,29.3,693,0
4929,Banana,28.4,528,0
4930,Maize,26.2,192,0
4931,Cotton,31.9,226,1
4932,Tomato,33.9,635,0
4933,Tomato,29.5,545,0
4934,Banana,34.5,201,1
4935,Tomato,24.2,744,0
4936,Millet,26.4,214,0
4937,Rice,31.8,708,0
4938,Cotton,29.6,444,0
4939,Millet,33.2,734,0
4940,Rice,30.7,521,0
4941,Tomato,27.8,700,0
4942,Maize,29.6,455,0
4943,Rice,25.0,156,0
4944,Cotton,35.0,712,0
4945,Millet,24.7,589,0
4946,Millet,32.3,726,0
4947,Cotton,25.9,766,0
4948,Maize,27.9,583,0
4949,Tomato,32.9,374,0
4950,Cotton,29.8,696,0
4951,Tomato,33.6,203,1
4952,Millet,32.9,393,0
4953,Rice,27.7,446,0
4954,Tomato,29.8,525,0
4955,Banana,25.6,481,0
4956,Tomato,30.6,843,0
4957,Millet,25.5,473,0
4958,Cotton,33.0,793,0
4959,Rice,28.7,495,0
4960,Rice,32.8,318,1
4961,Millet,28.3,366,0
4962,Cotton,26.7,249,0
4963,Banana,31.6,342,1
4964,Cotton,32.7,529,0
4965,Millet,24.3,260,0
4966,Tomato,26.5,719,0
4967,Millet,32.0,568,0
4968,Maize,29.4,254,1
4969,Rice,32.6,177,1
4970,Tomato,28.0,748,0
4971,Rice,29.0,168,1
4972,Cotton,28.2,344,0
4973,Rice,29.1,434,0
4974,Rice,31.6,515,0
4975,Tomato,26.4,532,0
4976,Banana,26.5,277,1
4977,Cotton,25.8,533,0
4978,Millet,26.1,691,0
4979,Tomato,31.6,716,0
4980,Rice,26.5,685,0
4981,Millet,24.0,674,0
4982,Banana,27.1,464,0
4983,Tomato,25.1,507,0
4984,Banana,28.8,209,1
4985,Rice,31.8,637,0
4986,Rice,26.0,539,0
4987,Banana,31.2,342,1
4988,Rice,29.5,646,0
4989,Maize,27.3,199,0
4990,Banana,26.5,766,0
4991,Millet,29.9,598,0
4992,Maize,26.0,507,0
4993,Banana,33.4,679,0
4994,Tomato,31.9,379,0
4995,Cotton,32.8,837,0
4996,Millet,25.3,576,0
4997,Banana,34.0,640,0
4998,Millet,32.6,543,0
4999,Millet,28.3,618,0
5000,Tomato,29.4,792,0
5001,Millet,26.7,327,0
5002,Cotton,25.9,311,0
5003,Rice,26.2,607,0
5004,Cotton,29.3,805,0
5005,Tomato,27.3,462,0
5006,Rice,34.1,254,1
5007,Banana,26.0,610,0
5008,Rice,32.6,727,0
5009,Banana,24.3,276,0
5010,Millet,27.4,747,0
5011,Tomato,24.1,514,0
5012,Cotton,32.2,229,1
5013,Millet,33.3,640,0
5014,Banana,28.1,582,0
5015,Maize,28.6,644,0
5016,Cotton,29.8,378,0
5017,Millet,25.1,404,0
5018,Rice,34.9,638,0
5019,Cotton,26.8,696,0
5020,Rice,27.6,800,0
5021,Maize,31.9,714,0
5022,Maize,33.3,248,1
5023,Rice,28.5,396,1
5024,Banana,31.9,224,1
5025,Millet,33.6,375,0
5026,Tomato,29.6,343,0
5027,Cotton,24.3,256,0
5028,Cotton,28.1,583,0
5029,Tomato,25.0,769,0
5030,Cotton,34.4,787,0
5031,Cotton,31.8,747,0
5032,Maize,27.2,496,0
5033,Tomato,32.7,184,1
5034,Tomato,34.8,553,0
5035,Rice,28.1,371,1
5036,Cotton,33.1,792,0
5037,Rice,27.6,688,0
5038,Banana,32.5,413,1
5039,Maize,24.7,327,0
5040,Tomato,28.2,719,0
5041,Millet,29.2,363,0
5042,Rice,27.9,724,0
5043,Rice,34.7,765,0
5044,Tomato,25.9,631,0
5045,Cotton,31.6,265,1
5046,Millet,28.1,527,0
5047,Rice,25.2,838,0
5048,Banana,34.4,280,1
5049,Cotton,31.3,275,1
5050,Rice,24.1,158,0
5051,Tomato,26.7,668,0
5052,Cotton,31.9,739,0
5053,Maize,33.3,572,0
5054,Maize,32.2,342,1
5055,Rice,33.2,384,1
5056,Cotton,24.4,220,0
5057,Tomato,32.6,155,1
5058,Tomato,25.4,842,0
5059,Cotton,34.6,800,0
5060,Banana,29.2,549,0
5061,Maize,26.9,699,0
5062,Maize,34.0,803,0
5063,Rice,29.0,607,0
5064,Millet,27.0,797,0
5065,Rice,30.4,464,0
5066,Cotton,26.8,337,0
5067,Tomato,26.9,592,0
5068,Maize,31.4,646,0
5069,Banana,27.9,192,1
5070,Maize,26.3,291,0
5071,Cotton,33.1,397,0
5072,Cotton,24.2,662,0
5073,Banana,34.3,638,0
5074,Tomato,28.2,620,0
5075,Cotton,29.0,306,0
5076,Tomato,29.5,832,0
5077,Rice,31.8,407,0
5078,Banana,27.2,377,1
5079,Cotton,30.2,437,0
5080,Rice,29.9,741,0
5081,Tomato,24.7,699,0
5082,Millet,28.4,427,0
5083,Banana,29.0,344,1
5084,Maize,25.2,567,0
5085,Cotton,30.6,503,0
5086,Tomato,30.5,484,0
5087,Tomato,31.2,428,0
5088,Cotton,32.2,706,0
5089,Banana,31.8,191,1
5090,Millet,33.6,304,1
5091,Maize,33.3,812,0
5092,Banana,31.5,555,0
5093,Cotton,30.2,838,0
5094,Maize,33.8,691,0
5095,Maize,33.4,545,0
5096,Tomato,33.7,162,1
5097,Maize,26.8,465,0
5098,Tomato,28.0,313,0
5099,Cotton,27.9,449,0
5100,Rice,25.8,303,0
5101,Rice,29.6,220,1
5102,Maize,29.5,644,0
5103,Millet,24.8,580,0
5104,Cotton,33.5,399,0
5105,Cotton,28.9,749,0
5106,Millet,28.2,795,0
5107,Banana,25.1,183,0
5108,Maize,29.1,845,0
5109,Maize,24.2,319,0
5110,Rice,29.4,471,0
5111,Tomato,30.0,667,0
5112,Rice,29.9,605,0
5113,Rice,24.3,747,0
5114,Rice,30.9,355,1
5115,Cotton,27.3,235,0
5116,Tomato,30.7,658,0
5117,Rice,26.7,236,0
5118,Maize,24.2,410,0
5119,Tomato,29.9,175,1
5120,Tomato,30.8,685,0
5121,Millet,34.1,785,0
5122,Tomato,30.3,284,1
5123,Tomato,27.2,293,1
5124,Maize,26.2,562,0
5125,Rice,24.8,390,0
5126,Maize,27.7,832,0
5127,Rice,27.9,733,0
5128,Millet,28.1,369,0
5129,Tomato,32.1,188,1
5130,Millet,33.5,430,0
5131,Tomato,31.8,214,1
5132,Tomato,29.2,503,0
5133,Cotton,29.4,816,0
5134,Millet,26.6,757,0
5135,Maize,34.5,351,1
5136,Rice,30.8,253,1
5137,Tomato,31.1,657,0
5138,Rice,30.6,749,0
5139,Tomato,32.8,481,0
5140,Maize,32.0,619,0
5141,Cotton,34.6,264,1
5142,Rice,30.0,748,0
5143,Maize,32.1,829,0
5144,Tomato,25.4,339,0
5145,Millet,27.2,741,0
5146,Millet,33.2,786,0
5147,Rice,28.2,273,1
5148,Banana,25.4,518,0
5149,Maize,28.9,400,0
5150,Maize,30.0,843,0
5151,Millet,29.7,545,0
5152,Rice,33.2,837,0
5153,Millet,32.1,433,0
5154,Millet,33.6,224,1
5155,Banana,28.1,601,0
5156,Maize,27.4,672,0
5157,Tomato,29.8,650,0
5158,Rice,33.4,348,1
5159,Banana,25.9,675,0
5160,Cotton,29.2,350,0
5161,Maize,24.5,822,0
5162,Millet,28.1,597,0
5163,Banana,24.7,343,0
5164,Millet,33.2,841,0
5165,Cotton,26.2,299,0
5166,Rice,27.5,208,0
5167,Cotton,24.6,373,0
5168,Rice,28.7,373,1
5169,Maize,32.1,795,0
5170,Tomato,31.1,534,0
5171,Banana,25.0,521,0
5172,Millet,29.4,748,0
5173,Millet,25.5,649,0
5174,Banana,33.5,544,0
5175,Maize,25.5,750,0
5176,Millet,24.2,229,0
5177,Millet,24.8,631,0
5178,Tomato,26.3,601,0
5179,Millet,32.5,236,1
5180,Tomato,33.7,450,0
5181,Maize,32.5,541,0
5182,Tomato,28.1,723,0
5183,Maize,25.0,444,0
5184,Banana,24.3,838,0
5185,Rice,24.0,815,0
5186,Tomato,28.3,573,0
5187,Millet,32.9,607,0
5188,Banana,27.2,546,0
5189,Millet,29.0,475,0
5190,Millet,26.3,544,0
5191,Banana,24.6,668,0
5192,Millet,25.9,702,0
5193,Banana,27.0,302,1
5194,Millet,29.3,496,0
5195,Maize,28.2,629,0
5196,Cotton,32.9,501,0
5197,Banana,26.7,289,1
5198,Rice,31.7,314,1
5199,Rice,33.8,160,1
5200,Banana,33.2,773,0
5201,Tomato,30.8,323,0
5202,Rice,27.1,752,0
5203,Banana,28.7,740,0
5204,Rice,32.4,799,0
5205,Rice,27.9,499,0
5206,Millet,26.2,482,0
5207,Cotton,30.1,383,0
5208,Maize,34.5,172,1
5209,Maize,31.3,470,0
5210,Rice,28.4,520,0
5211,Tomato,33.9,400,0
5212,Banana,30.8,269,1
5213,Cotton,34.6,816,0
5214,Millet,25.9,759,0
5215,Rice,33.1,763,0
5216,Cotton,28.0,599,0
5217,Millet,28.6,839,0
5218,Rice,29.7,636,0
5219,Cotton,33.6,385,0
5220,Tomato,25.9,526,0
5221,Tomato,25.8,474,0
5222,Cotton,28.1,530,0
5223,Banana,24.5,648,0
5224,Cotton,26.9,349,0
5225,Banana,34.9,324,1
5226,Cotton,28.2,310,0
5227,Banana,30.3,262,1
5228,Cotton,29.8,780,0
5229,Cotton,30.4,303,1
5230,Tomato,26.5,288,0
5231,Maize,26.5,407,0
5232,Maize,25.8,548,0
5233,Rice,33.3,232,1
5234,Banana,26.9,828,0
5235,Millet,27.4,413,0
5236,Rice,31.0,614,0
5237,Banana,24.8,657,0
5238,Millet,24.3,505,0
5239,Rice,34.1,455,0
5240,Millet,29.1,548,0
5241,Millet,25.5,586,0
5242,Cotton,28.7,614,0
5243,Tomato,28.3,727,0
5244,Maize,34.5,820,0
5245,Millet,33.3,739,0
5246,Millet,26.7,260,0
5247,Millet,32.6,657,0
5248,Millet,31.3,240,1
5249,Rice,31.7,815,0
5250,Banana,28.1,650,0
5251,Tomato,24.2,235,0
5252,Millet,32.4,403,0
5253,Rice,34.5,241,1
5254,Cotton,32.0,694,0
5255,Cotton,30.1,664,0
5256,Maize,33.3,225,1
5257,Rice,29.9,699,0
5258,Rice,28.6,352,1
5259,Tomato,34.3,488,0
5260,Cotton,30.0,668,0
5261,Banana,30.1,339,1
5262,Rice,26.1,371,0
5263,Tomato,27.7,238,1
5264,Millet,29.6,203,0
5265,Banana,29.4,558,0
5266,Rice,29.0,440,0
5267,Banana,25.3,591,0
5268,Banana,27.1,643,0
5269,Banana,26.0,264,0
5270,Rice,29.8,408,0
5271,Rice,31.0,640,0
5272,Tomato,29.1,199,1
5273,Banana,27.3,249,1
5274,Millet,29.2,241,0
5275,Tomato,27.8,606,0
5276,Maize,33.3,731,0
5277,Tomato,32.0,262,1
5278,Banana,26.2,397,1
5279,Maize,30.5,668,0
5280,Cotton,26.2,201,0
5281,Maize,33.3,589,0
5282,Rice,31.5,743,0
5283,Cotton,34.8,195,1
5284,Rice,25.6,809,0
5285,Rice,33.7,768,0
5286,Millet,33.6,362,0
5287,Millet,30.7,492,0
5288,Millet,26.4,690,0
5289,Millet,27.3,787,0
5290,Cotton,27.7,780,0
5291,Tomato,33.9,257,1
5292,Tomato,25.1,637,0
5293,Banana,26.1,636,0
5294,Maize,24.9,750,0
5295,Tomato,34.4,782,0
5296,Banana,28.7,378,1
5297,Cotton,33.0,345,1
5298,Millet,29.4,662,0
5299,Cotton,27.5,804,0
5300,Cotton,30.1,539,0
5301,Cotton,29.6,555,0
5302,Millet,25.8,795,0
5303,Banana,26.3,273,1
5304,Tomato,33.6,478,0
5305,Banana,30.5,832,0
5306,Banana,34.9,178,1
5307,Maize,30.9,603,0
5308,Rice,30.2,672,0
5309,Tomato,34.6,517,0
5310,Cotton,31.8,304,1
5311,Millet,29.9,159,0
5312,Banana,32.6,399,1
5313,Cotton,27.3,522,0
5314,Rice,31.6,547,0
5315,Cotton,31.3,848,0
5316,Cotton,31.0,542,0
5317,Rice,34.2,389,1
5318,Banana,24.6,534,0
5319,Millet,27.8,257,0
5320,Tomato,26.8,785,0
5321,Millet,30.9,412,0
5322,Tomato,30.2,391,0
5323,Maize,27.3,209,0
5324,Maize,33.2,252,1
5325,Rice,24.0,850,0
5326,Banana,31.1,552,0
5327,Cotton,24.7,183,0
5328,Millet,30.0,462,0
5329,Maize,28.6,695,0
5330,Cotton,30.3,424,0
5331,Cotton,29.6,195,0
5332,Rice,26.4,613,0
5333,Tomato,26.7,499,0
5334,Cotton,26.0,571,0
5335,Rice,34.3,415,0
5336,Maize,34.0,444,0
5337,Tomato,30.1,454,0
5338,Rice,30.4,796,0
5339,Rice,32.4,207,1
5340,Rice,34.1,808,0
5341,Tomato,32.2,547,0
5342,Maize,31.5,380,1
5343,Maize,26.4,588,0
5344,Cotton,27.6,435,0
5345,Rice,34.4,310,1
5346,Millet,27.8,154,0
5347,Rice,33.8,662,0
5348,Millet,26.3,367,0
5349,Maize,24.9,266,0
5350,Millet,33.5,580,0
5351,Tomato,31.0,791,0
5352,Rice,28.5,483,0
5353,Maize,31.2,808,0
5354,Tomato,30.3,541,0
5355,Rice,31.1,167,1
5356,Millet,33.9,428,0
5357,Rice,34.2,671,0
5358,Rice,33.5,361,1
5359,Cotton,28.9,328,0
5360,Cotton,30.7,188,1
5361,Banana,34.0,717,0
5362,Banana,34.9,484,0
5363,Cotton,32.0,354,0
5364,Maize,32.3,637,0
5365,Rice,25.1,509,0
5366,Cotton,29.1,225,0
5367,Rice,32.0,846,0
5368,Banana,27.2,411,1
5369,Millet,29.0,739,0
5370,Rice,28.3,660,0
5371,Tomato,33.5,292,1
5372,Maize,30.8,764,0
5373,Maize,27.5,622,0
5374,Millet,28.5,595,0
5375,Rice,30.1,418,0
5376,Maize,25.6,591,0
5377,Rice,30.5,746,0
5378,Cotton,25.9,515,0
5379,Banana,28.9,457,0
5380,Tomato,34.7,758,0
5381,Rice,26.1,456,0
5382,Banana,24.5,592,0
5383,Maize,32.9,520,0
5384,Millet,33.7,807,0
5385,Cotton,34.2,497,0
5386,Rice,25.7,503,0
5387,Cotton,30.3,264,1
5388,Maize,28.5,601,0
5389,Maize,24.2,169,0
5390,Banana,32.0,432,1
5391,Banana,24.1,205,0
5392,Maize,26.0,850,0
5393,Banana,32.6,676,0
5394,Maize,34.4,798,0
5395,Millet,27.8,727,0
5396,Cotton,33.2,578,0
5397,Tomato,28.3,691,0
5398,Millet,24.3,188,0
5399,Maize,33.8,487,0
5400,Millet,30.1,399,0
5401,Tomato,24.8,372,0
5402,Banana,33.2,816,0
5403,Millet,27.3,306,0
5404,Cotton,34.4,629,0
5405,Maize,31.5,454,0
5406,Tomato,28.9,547,0
5407,Cotton,27.8,230,0
5408,Rice,29.4,839,0
5409,Tomato,32.8,591,0
5410,Tomato,34.9,456,0
5411,Tomato,32.5,755,0
5412,Millet,29.2,770,0
5413,Maize,25.9,571,0
5414,Rice,34.8,701,0
5415,Cotton,29.8,248,0
5416,Maize,33.8,535,0
5417,Maize,32.8,150,1
5418,Rice,30.0,700,0
5419,Rice,24.2,182,0
5420,Rice,27.4,687,0
5421,Rice,25.6,400,0
5422,Maize,31.9,178,1
5423,Banana,25.3,618,0
5424,Maize,34.1,276,1
5425,Cotton,27.4,787,0
5426,Maize,26.3,396,0
5427,Rice,30.5,585,0
5428,Cotton,35.0,742,0
5429,Maize,32.2,733,0
5430,Maize,24.5,470,0
5431,Rice,29.9,340,1
5432,Tomato,34.3,701,0
5433,Banana,33.7,795,0
5434,Tomato,24.6,523,0
5435,Maize,24.1,456,0
5436,Tomato,27.6,199,1
5437,Millet,26.8,772,0
5438,Millet,24.9,382,0
5439,Maize,30.8,835,0
5440,Rice,30.0,248,1
5441,Millet,28.2,435,0
5442,Banana,34.8,312,1
5443,Millet,28.7,806,0
5444,Millet,32.5,353,0
5445,Maize,26.0,416,0
5446,Maize,32.9,849,0
5447,Maize,27.0,475,0
5448,Rice,30.0,751,0
5449,Millet,34.3,691,0
5450,Tomato,31.2,597,0
5451,Rice,33.2,477,0
5452,Tomato,27.3,824,0
5453,Cotton,32.8,577,0
5454,Maize,24.8,736,0
5455,Maize,33.4,733,0
5456,Cotton,28.6,721,0
5457,Tomato,32.3,583,0
5458,Tomato,30.4,730,0
5459,Rice,28.9,723,0
5460,Cotton,34.8,590,0
5461,Tomato,32.7,640,0
5462,Maize,32.6,151,1
5463,Cotton,27.9,639,0
5464,Rice,31.9,418,0
5465,Cotton,26.1,412,0
5466,Millet,31.8,604,0
5467,Banana,33.5,388,1
5468,Banana,27.3,664,0
5469,Cotton,34.3,281,1
5470,Rice,34.9,421,0
5471,Banana,24.5,646,0
5472,Rice,27.5,768,0
5473,Rice,29.7,152,1
5474,Rice,24.1,388,0
5475,Rice,25.0,492,0
5476,Millet,32.5,820,0
5477,Cotton,27.5,453,0
5478,Millet,34.5,707,0
5479,Maize,32.2,618,0
5480,Banana,25.9,717,0
5481,Tomato,29.8,283,1
5482,Maize,28.8,168,1
5483,Maize,28.4,757,0
5484,Banana,32.1,631,0
5485,Tomato,30.3,170,1
5486,Millet,31.2,708,0
5487,Maize,34.9,708,0
5488,Banana,32.8,355,1
5489,Rice,28.1,519,0
5490,Tomato,29.3,676,0
5491,Cotton,34.7,506,0
5492,Tomato,32.7,669,0
5493,Cotton,34.0,442,0
5494,Cotton,28.3,165,0
5495,Banana,28.9,826,0
5496,Rice,29.2,474,0
5497,Maize,29.2,410,0
5498,Tomato,33.3,618,0
5499,Maize,24.0,301,0
5500,Maize,33.8,260,1
5501,Cotton,32.5,411,0
5502,Tomato,29.9,231,1
5503,Rice,34.1,428,0
5504,Banana,29.0,681,0
5505,Cotton,33.4,446,0
5506,Rice,28.5,780,0
5507,Cotton,35.0,174,1
5508,Cotton,34.3,662,0
5509,Banana,24.3,628,0
5510,Millet,32.4,206,1
5511,Maize,24.8,257,0
5512,Cotton,27.2,793,0
5513,Rice,25.5,580,0
5514,Rice,33.8,428,0
5515,Millet,32.9,322,1
5516,Banana,30.8,479,0
5517,Cotton,27.1,409,0
5518,Millet,26.5,729,0
5519,Tomato,30.3,189,1
5520,Rice,32.7,240,1
5521,Cotton,30.1,427,0
5522,Millet,28.1,790,0
5523,Tomato,26.6,309,0
5524,Tomato,25.1,416,0
5525,Maize,32.6,209,1
5526,Millet,25.6,665,0
5527,Maize,28.4,288,1
